time,link,path,number,flag
260,N010 N013,N001 N005 N009 N010 N013 N003,18,exit link
260,N013 N003,N001 N005 N009 N010 N013 N003,18,enter link
260,N010 N013,N004 N005 N009 N010 N013 N003,3,exit link
260,N013 N003,N004 N005 N009 N010 N013 N003,3,enter link
260,N010 N011,N004 N009 N010 N011 N002,39,exit link
260,N011 N002,N004 N009 N010 N011 N002,39,enter link
260,N010 N011,N001 N005 N006 N010 N011 N002,37,exit link
260,N011 N002,N001 N005 N006 N010 N011 N002,37,enter link
260,N010 N011,N004 N005 N006 N010 N011 N002,1,exit link
260,N011 N002,N004 N005 N006 N010 N011 N002,1,enter link
260,N010 N011,N001 N012 N006 N010 N011 N002,37,exit link
260,N011 N002,N001 N012 N006 N010 N011 N002,37,enter link
260,N010 N011,N001 N005 N009 N010 N011 N002,26,exit link
260,N011 N002,N001 N005 N009 N010 N011 N002,26,enter link
260,N010 N011,N004 N005 N009 N010 N011 N002,10,exit link
260,N011 N002,N004 N005 N009 N010 N011 N002,10,enter link
260,N013 N003,N004 N009 N010 N013 N003,52,exit link
260,N013 N003,N001 N005 N006 N010 N013 N003,50,exit link
260,N013 N003,N001 N012 N006 N010 N013 N003,12,exit link
260,N013 N003,N004 N005 N006 N010 N013 N003,6,exit link
260,N011 N002,N004 N009 N010 N011 N002,68,exit link
260,N011 N002,N001 N005 N006 N010 N011 N002,56,exit link
260,N011 N002,N001 N012 N006 N010 N011 N002,17,exit link
260,N011 N002,N004 N005 N006 N010 N011 N002,8,exit link
261,N006 N010,N001 N005 N006 N010 N011 N002,1,exit link
261,N010 N011,N001 N005 N006 N010 N011 N002,1,enter link
261,N006 N010,N004 N005 N006 N010 N011 N002,0,exit link
261,N010 N011,N004 N005 N006 N010 N011 N002,0,enter link
261,N006 N010,N001 N012 N006 N010 N011 N002,0,exit link
261,N010 N011,N001 N012 N006 N010 N011 N002,0,enter link
261,N006 N010,N001 N005 N006 N010 N013 N003,1,exit link
261,N010 N013,N001 N005 N006 N010 N013 N003,1,enter link
261,N006 N010,N004 N005 N006 N010 N013 N003,0,exit link
261,N010 N013,N004 N005 N006 N010 N013 N003,0,enter link
261,N006 N010,N001 N012 N006 N010 N013 N003,0,exit link
261,N010 N013,N001 N012 N006 N010 N013 N003,0,enter link
261,N009 N010,N004 N009 N010 N011 N002,3,exit link
261,N010 N011,N004 N009 N010 N011 N002,3,enter link
261,N009 N010,N001 N005 N009 N010 N011 N002,53,exit link
261,N010 N011,N001 N005 N009 N010 N011 N002,53,enter link
261,N009 N010,N004 N005 N009 N010 N011 N002,22,exit link
261,N010 N011,N004 N005 N009 N010 N011 N002,22,enter link
261,N009 N010,N004 N009 N010 N013 N003,4,exit link
261,N010 N013,N004 N009 N010 N013 N003,4,enter link
261,N009 N010,N001 N005 N009 N010 N013 N003,47,exit link
261,N010 N013,N001 N005 N009 N010 N013 N003,47,enter link
261,N009 N010,N004 N005 N009 N010 N013 N003,21,exit link
261,N010 N013,N004 N005 N009 N010 N013 N003,21,enter link
261,N010 N013,N004 N009 N010 N013 N003,49,exit link
261,N013 N003,N004 N009 N010 N013 N003,49,enter link
261,N010 N013,N001 N005 N006 N010 N013 N003,38,exit link
261,N013 N003,N001 N005 N006 N010 N013 N003,38,enter link
261,N010 N013,N004 N005 N006 N010 N013 N003,0,exit link
261,N013 N003,N004 N005 N006 N010 N013 N003,0,enter link
261,N010 N013,N001 N012 N006 N010 N013 N003,38,exit link
261,N013 N003,N001 N012 N006 N010 N013 N003,38,enter link
261,N010 N013,N001 N005 N009 N010 N013 N003,20,exit link
261,N013 N003,N001 N005 N009 N010 N013 N003,20,enter link
261,N010 N013,N004 N005 N009 N010 N013 N003,4,exit link
261,N013 N003,N004 N005 N009 N010 N013 N003,4,enter link
261,N010 N011,N004 N009 N010 N011 N002,39,exit link
261,N011 N002,N004 N009 N010 N011 N002,39,enter link
261,N010 N011,N001 N005 N006 N010 N011 N002,37,exit link
261,N011 N002,N001 N005 N006 N010 N011 N002,37,enter link
261,N010 N011,N004 N005 N006 N010 N011 N002,1,exit link
261,N011 N002,N004 N005 N006 N010 N011 N002,1,enter link
261,N010 N011,N001 N012 N006 N010 N011 N002,38,exit link
261,N011 N002,N001 N012 N006 N010 N011 N002,38,enter link
261,N010 N011,N001 N005 N009 N010 N011 N002,26,exit link
261,N011 N002,N001 N005 N009 N010 N011 N002,26,enter link
261,N010 N011,N004 N005 N009 N010 N011 N002,10,exit link
261,N011 N002,N004 N005 N009 N010 N011 N002,10,enter link
261,N013 N003,N004 N009 N010 N013 N003,56,exit link
261,N013 N003,N001 N005 N006 N010 N013 N003,53,exit link
261,N013 N003,N001 N012 N006 N010 N013 N003,13,exit link
261,N013 N003,N004 N005 N006 N010 N013 N003,7,exit link
261,N011 N002,N004 N009 N010 N011 N002,67,exit link
261,N011 N002,N001 N005 N006 N010 N011 N002,53,exit link
261,N011 N002,N001 N012 N006 N010 N011 N002,18,exit link
261,N011 N002,N004 N005 N006 N010 N011 N002,7,exit link
262,N006 N010,N001 N005 N006 N010 N011 N002,1,exit link
262,N010 N011,N001 N005 N006 N010 N011 N002,1,enter link
262,N006 N010,N004 N005 N006 N010 N011 N002,0,exit link
262,N010 N011,N004 N005 N006 N010 N011 N002,0,enter link
262,N006 N010,N001 N012 N006 N010 N011 N002,0,exit link
262,N010 N011,N001 N012 N006 N010 N011 N002,0,enter link
262,N006 N010,N001 N005 N006 N010 N013 N003,1,exit link
262,N010 N013,N001 N005 N006 N010 N013 N003,1,enter link
262,N006 N010,N004 N005 N006 N010 N013 N003,0,exit link
262,N010 N013,N004 N005 N006 N010 N013 N003,0,enter link
262,N006 N010,N001 N012 N006 N010 N013 N003,0,exit link
262,N010 N013,N001 N012 N006 N010 N013 N003,0,enter link
262,N009 N010,N004 N009 N010 N011 N002,2,exit link
262,N010 N011,N004 N009 N010 N011 N002,2,enter link
262,N009 N010,N001 N005 N009 N010 N011 N002,54,exit link
262,N010 N011,N001 N005 N009 N010 N011 N002,54,enter link
262,N009 N010,N004 N005 N009 N010 N011 N002,22,exit link
262,N010 N011,N004 N005 N009 N010 N011 N002,22,enter link
262,N009 N010,N004 N009 N010 N013 N003,3,exit link
262,N010 N013,N004 N009 N010 N013 N003,3,enter link
262,N009 N010,N001 N005 N009 N010 N013 N003,48,exit link
262,N010 N013,N001 N005 N009 N010 N013 N003,48,enter link
262,N009 N010,N004 N005 N009 N010 N013 N003,21,exit link
262,N010 N013,N004 N005 N009 N010 N013 N003,21,enter link
262,N010 N013,N004 N009 N010 N013 N003,46,exit link
262,N013 N003,N004 N009 N010 N013 N003,46,enter link
262,N010 N013,N001 N005 N006 N010 N013 N003,36,exit link
262,N013 N003,N001 N005 N006 N010 N013 N003,36,enter link
262,N010 N013,N004 N005 N006 N010 N013 N003,0,exit link
262,N013 N003,N004 N005 N006 N010 N013 N003,0,enter link
262,N010 N013,N001 N012 N006 N010 N013 N003,37,exit link
262,N013 N003,N001 N012 N006 N010 N013 N003,37,enter link
262,N010 N013,N001 N005 N009 N010 N013 N003,20,exit link
262,N013 N003,N001 N005 N009 N010 N013 N003,20,enter link
262,N010 N013,N004 N005 N009 N010 N013 N003,4,exit link
262,N013 N003,N004 N005 N009 N010 N013 N003,4,enter link
262,N010 N011,N004 N009 N010 N011 N002,38,exit link
262,N011 N002,N004 N009 N010 N011 N002,38,enter link
262,N010 N011,N001 N005 N006 N010 N011 N002,36,exit link
262,N011 N002,N001 N005 N006 N010 N011 N002,36,enter link
262,N010 N011,N004 N005 N006 N010 N011 N002,0,exit link
262,N011 N002,N004 N005 N006 N010 N011 N002,0,enter link
262,N010 N011,N001 N012 N006 N010 N011 N002,37,exit link
262,N011 N002,N001 N012 N006 N010 N011 N002,37,enter link
262,N010 N011,N001 N005 N009 N010 N011 N002,26,exit link
262,N011 N002,N001 N005 N009 N010 N011 N002,26,enter link
262,N010 N011,N004 N005 N009 N010 N011 N002,10,exit link
262,N011 N002,N004 N005 N009 N010 N011 N002,10,enter link
262,N013 N003,N004 N009 N010 N013 N003,50,exit link
262,N013 N003,N001 N005 N006 N010 N013 N003,46,exit link
262,N013 N003,N001 N012 N006 N010 N013 N003,12,exit link
262,N013 N003,N004 N005 N006 N010 N013 N003,6,exit link
262,N011 N002,N004 N009 N010 N011 N002,69,exit link
262,N011 N002,N001 N005 N006 N010 N011 N002,53,exit link
262,N011 N002,N001 N012 N006 N010 N011 N002,19,exit link
262,N011 N002,N004 N005 N006 N010 N011 N002,7,exit link
263,N006 N010,N001 N005 N006 N010 N011 N002,1,exit link
263,N010 N011,N001 N005 N006 N010 N011 N002,1,enter link
263,N006 N010,N004 N005 N006 N010 N011 N002,0,exit link
263,N010 N011,N004 N005 N006 N010 N011 N002,0,enter link
263,N006 N010,N001 N012 N006 N010 N011 N002,0,exit link
263,N010 N011,N001 N012 N006 N010 N011 N002,0,enter link
263,N006 N010,N001 N005 N006 N010 N013 N003,1,exit link
263,N010 N013,N001 N005 N006 N010 N013 N003,1,enter link
263,N006 N010,N004 N005 N006 N010 N013 N003,0,exit link
263,N010 N013,N004 N005 N006 N010 N013 N003,0,enter link
263,N006 N010,N001 N012 N006 N010 N013 N003,0,exit link
263,N010 N013,N001 N012 N006 N010 N013 N003,0,enter link
263,N009 N010,N004 N009 N010 N011 N002,3,exit link
263,N010 N011,N004 N009 N010 N011 N002,3,enter link
263,N009 N010,N001 N005 N009 N010 N011 N002,55,exit link
263,N010 N011,N001 N005 N009 N010 N011 N002,55,enter link
263,N009 N010,N004 N005 N009 N010 N011 N002,21,exit link
263,N010 N011,N004 N005 N009 N010 N011 N002,21,enter link
263,N009 N010,N004 N009 N010 N013 N003,3,exit link
263,N010 N013,N004 N009 N010 N013 N003,3,enter link
263,N009 N010,N001 N005 N009 N010 N013 N003,48,exit link
263,N010 N013,N001 N005 N009 N010 N013 N003,48,enter link
263,N009 N010,N004 N005 N009 N010 N013 N003,20,exit link
263,N010 N013,N004 N005 N009 N010 N013 N003,20,enter link
263,N010 N013,N004 N009 N010 N013 N003,47,exit link
263,N013 N003,N004 N009 N010 N013 N003,47,enter link
263,N010 N013,N001 N005 N006 N010 N013 N003,38,exit link
263,N013 N003,N001 N005 N006 N010 N013 N003,38,enter link
263,N010 N013,N004 N005 N006 N010 N013 N003,0,exit link
263,N013 N003,N004 N005 N006 N010 N013 N003,0,enter link
263,N010 N013,N001 N012 N006 N010 N013 N003,38,exit link
263,N013 N003,N001 N012 N006 N010 N013 N003,38,enter link
263,N010 N013,N001 N005 N009 N010 N013 N003,21,exit link
263,N013 N003,N001 N005 N009 N010 N013 N003,21,enter link
263,N010 N013,N004 N005 N009 N010 N013 N003,5,exit link
263,N013 N003,N004 N005 N009 N010 N013 N003,5,enter link
263,N010 N011,N004 N009 N010 N011 N002,38,exit link
263,N011 N002,N004 N009 N010 N011 N002,38,enter link
263,N010 N011,N001 N005 N006 N010 N011 N002,36,exit link
263,N011 N002,N001 N005 N006 N010 N011 N002,36,enter link
263,N010 N011,N004 N005 N006 N010 N011 N002,0,exit link
263,N011 N002,N004 N005 N006 N010 N011 N002,0,enter link
263,N010 N011,N001 N012 N006 N010 N011 N002,37,exit link
263,N011 N002,N001 N012 N006 N010 N011 N002,37,enter link
263,N010 N011,N001 N005 N009 N010 N011 N002,26,exit link
263,N011 N002,N001 N005 N009 N010 N011 N002,26,enter link
263,N010 N011,N004 N005 N009 N010 N011 N002,11,exit link
263,N011 N002,N004 N005 N009 N010 N011 N002,11,enter link
263,N013 N003,N004 N009 N010 N013 N003,51,exit link
263,N013 N003,N001 N005 N006 N010 N013 N003,45,exit link
263,N013 N003,N001 N012 N006 N010 N013 N003,13,exit link
263,N013 N003,N004 N005 N006 N010 N013 N003,6,exit link
263,N011 N002,N004 N009 N010 N011 N002,68,exit link
263,N011 N002,N001 N005 N006 N010 N011 N002,50,exit link
263,N011 N002,N001 N012 N006 N010 N011 N002,20,exit link
263,N011 N002,N004 N005 N006 N010 N011 N002,6,exit link
264,N006 N010,N001 N005 N006 N010 N011 N002,1,exit link
264,N010 N011,N001 N005 N006 N010 N011 N002,1,enter link
264,N006 N010,N004 N005 N006 N010 N011 N002,0,exit link
264,N010 N011,N004 N005 N006 N010 N011 N002,0,enter link
264,N006 N010,N001 N012 N006 N010 N011 N002,0,exit link
264,N010 N011,N001 N012 N006 N010 N011 N002,0,enter link
264,N006 N010,N001 N005 N006 N010 N013 N003,1,exit link
264,N010 N013,N001 N005 N006 N010 N013 N003,1,enter link
264,N006 N010,N004 N005 N006 N010 N013 N003,0,exit link
264,N010 N013,N004 N005 N006 N010 N013 N003,0,enter link
264,N006 N010,N001 N012 N006 N010 N013 N003,0,exit link
264,N010 N013,N001 N012 N006 N010 N013 N003,0,enter link
264,N009 N010,N004 N009 N010 N011 N002,2,exit link
264,N010 N011,N004 N009 N010 N011 N002,2,enter link
264,N009 N010,N001 N005 N009 N010 N011 N002,57,exit link
264,N010 N011,N001 N005 N009 N010 N011 N002,57,enter link
264,N009 N010,N004 N005 N009 N010 N011 N002,19,exit link
264,N010 N011,N004 N005 N009 N010 N011 N002,19,enter link
264,N009 N010,N004 N009 N010 N013 N003,2,exit link
264,N010 N013,N004 N009 N010 N013 N003,2,enter link
264,N009 N010,N001 N005 N009 N010 N013 N003,51,exit link
264,N010 N013,N001 N005 N009 N010 N013 N003,51,enter link
264,N009 N010,N004 N005 N009 N010 N013 N003,19,exit link
264,N010 N013,N004 N005 N009 N010 N013 N003,19,enter link
264,N010 N013,N004 N009 N010 N013 N003,41,exit link
264,N013 N003,N004 N009 N010 N013 N003,41,enter link
264,N010 N013,N001 N005 N006 N010 N013 N003,33,exit link
264,N013 N003,N001 N005 N006 N010 N013 N003,33,enter link
264,N010 N013,N004 N005 N006 N010 N013 N003,0,exit link
264,N013 N003,N004 N005 N006 N010 N013 N003,0,enter link
264,N010 N013,N001 N012 N006 N010 N013 N003,34,exit link
264,N013 N003,N001 N012 N006 N010 N013 N003,34,enter link
264,N010 N013,N001 N005 N009 N010 N013 N003,19,exit link
264,N013 N003,N001 N005 N009 N010 N013 N003,19,enter link
264,N010 N013,N004 N005 N009 N010 N013 N003,5,exit link
264,N013 N003,N004 N005 N009 N010 N013 N003,5,enter link
264,N010 N011,N004 N009 N010 N011 N002,38,exit link
264,N011 N002,N004 N009 N010 N011 N002,38,enter link
264,N010 N011,N001 N005 N006 N010 N011 N002,36,exit link
264,N011 N002,N001 N005 N006 N010 N011 N002,36,enter link
264,N010 N011,N004 N005 N006 N010 N011 N002,1,exit link
264,N011 N002,N004 N005 N006 N010 N011 N002,1,enter link
264,N010 N011,N001 N012 N006 N010 N011 N002,37,exit link
264,N011 N002,N001 N012 N006 N010 N011 N002,37,enter link
264,N010 N011,N001 N005 N009 N010 N011 N002,26,exit link
264,N011 N002,N001 N005 N009 N010 N011 N002,26,enter link
264,N010 N011,N004 N005 N009 N010 N011 N002,12,exit link
264,N011 N002,N004 N005 N009 N010 N011 N002,12,enter link
264,N013 N003,N004 N009 N010 N013 N003,62,exit link
264,N013 N003,N001 N005 N006 N010 N013 N003,53,exit link
264,N013 N003,N001 N012 N006 N010 N013 N003,16,exit link
264,N013 N003,N004 N005 N006 N010 N013 N003,7,exit link
264,N011 N002,N004 N009 N010 N011 N002,68,exit link
264,N011 N002,N001 N005 N006 N010 N011 N002,50,exit link
264,N011 N002,N001 N012 N006 N010 N011 N002,21,exit link
264,N011 N002,N004 N005 N006 N010 N011 N002,6,exit link
265,N006 N010,N001 N005 N006 N010 N011 N002,1,exit link
265,N010 N011,N001 N005 N006 N010 N011 N002,1,enter link
265,N006 N010,N004 N005 N006 N010 N011 N002,0,exit link
265,N010 N011,N004 N005 N006 N010 N011 N002,0,enter link
265,N006 N010,N001 N012 N006 N010 N011 N002,0,exit link
265,N010 N011,N001 N012 N006 N010 N011 N002,0,enter link
265,N006 N010,N001 N005 N006 N010 N013 N003,1,exit link
265,N010 N013,N001 N005 N006 N010 N013 N003,1,enter link
265,N006 N010,N004 N005 N006 N010 N013 N003,0,exit link
265,N010 N013,N004 N005 N006 N010 N013 N003,0,enter link
265,N006 N010,N001 N012 N006 N010 N013 N003,0,exit link
265,N010 N013,N001 N012 N006 N010 N013 N003,0,enter link
265,N009 N010,N004 N009 N010 N011 N002,2,exit link
265,N010 N011,N004 N009 N010 N011 N002,2,enter link
265,N009 N010,N001 N005 N009 N010 N011 N002,57,exit link
265,N010 N011,N001 N005 N009 N010 N011 N002,57,enter link
265,N009 N010,N004 N005 N009 N010 N011 N002,19,exit link
265,N010 N011,N004 N005 N009 N010 N011 N002,19,enter link
265,N009 N010,N004 N009 N010 N013 N003,2,exit link
265,N010 N013,N004 N009 N010 N013 N003,2,enter link
265,N009 N010,N001 N005 N009 N010 N013 N003,50,exit link
265,N010 N013,N001 N005 N009 N010 N013 N003,50,enter link
265,N009 N010,N004 N005 N009 N010 N013 N003,18,exit link
265,N010 N013,N004 N005 N009 N010 N013 N003,18,enter link
265,N010 N013,N004 N009 N010 N013 N003,46,exit link
265,N013 N003,N004 N009 N010 N013 N003,46,enter link
265,N010 N013,N001 N005 N006 N010 N013 N003,38,exit link
265,N013 N003,N001 N005 N006 N010 N013 N003,38,enter link
265,N010 N013,N004 N005 N006 N010 N013 N003,1,exit link
265,N013 N003,N004 N005 N006 N010 N013 N003,1,enter link
265,N010 N013,N001 N012 N006 N010 N013 N003,38,exit link
265,N013 N003,N001 N012 N006 N010 N013 N003,38,enter link
265,N010 N013,N001 N005 N009 N010 N013 N003,22,exit link
265,N013 N003,N001 N005 N009 N010 N013 N003,22,enter link
265,N010 N013,N004 N005 N009 N010 N013 N003,5,exit link
265,N013 N003,N004 N005 N009 N010 N013 N003,5,enter link
265,N010 N011,N004 N009 N010 N011 N002,37,exit link
265,N011 N002,N004 N009 N010 N011 N002,37,enter link
265,N010 N011,N001 N005 N006 N010 N011 N002,36,exit link
265,N011 N002,N001 N005 N006 N010 N011 N002,36,enter link
265,N010 N011,N004 N005 N006 N010 N011 N002,1,exit link
265,N011 N002,N004 N005 N006 N010 N011 N002,1,enter link
265,N010 N011,N001 N012 N006 N010 N011 N002,37,exit link
265,N011 N002,N001 N012 N006 N010 N011 N002,37,enter link
265,N010 N011,N001 N005 N009 N010 N011 N002,26,exit link
265,N011 N002,N001 N005 N009 N010 N011 N002,26,enter link
265,N010 N011,N004 N005 N009 N010 N011 N002,12,exit link
265,N011 N002,N004 N005 N009 N010 N011 N002,12,enter link
265,N013 N003,N004 N009 N010 N013 N003,68,exit link
265,N013 N003,N001 N005 N006 N010 N013 N003,56,exit link
265,N013 N003,N001 N012 N006 N010 N013 N003,18,exit link
265,N013 N003,N004 N005 N006 N010 N013 N003,8,exit link
265,N011 N002,N004 N009 N010 N011 N002,71,exit link
265,N011 N002,N001 N005 N006 N010 N011 N002,50,exit link
265,N011 N002,N001 N012 N006 N010 N011 N002,23,exit link
265,N011 N002,N004 N005 N006 N010 N011 N002,6,exit link
266,N009 N010,N004 N009 N010 N011 N002,2,exit link
266,N010 N011,N004 N009 N010 N011 N002,2,enter link
266,N009 N010,N001 N005 N009 N010 N011 N002,58,exit link
266,N010 N011,N001 N005 N009 N010 N011 N002,58,enter link
266,N009 N010,N004 N005 N009 N010 N011 N002,18,exit link
266,N010 N011,N004 N005 N009 N010 N011 N002,18,enter link
266,N009 N010,N004 N009 N010 N013 N003,2,exit link
266,N010 N013,N004 N009 N010 N013 N003,2,enter link
266,N009 N010,N001 N005 N009 N010 N013 N003,51,exit link
266,N010 N013,N001 N005 N009 N010 N013 N003,51,enter link
266,N009 N010,N004 N005 N009 N010 N013 N003,17,exit link
266,N010 N013,N004 N005 N009 N010 N013 N003,17,enter link
266,N010 N013,N004 N009 N010 N013 N003,42,exit link
266,N013 N003,N004 N009 N010 N013 N003,42,enter link
266,N010 N013,N001 N005 N006 N010 N013 N003,35,exit link
266,N013 N003,N001 N005 N006 N010 N013 N003,35,enter link
266,N010 N013,N004 N005 N006 N010 N013 N003,0,exit link
266,N013 N003,N004 N005 N006 N010 N013 N003,0,enter link
266,N010 N013,N001 N012 N006 N010 N013 N003,35,exit link
266,N013 N003,N001 N012 N006 N010 N013 N003,35,enter link
266,N010 N013,N001 N005 N009 N010 N013 N003,21,exit link
266,N013 N003,N001 N005 N009 N010 N013 N003,21,enter link
266,N010 N013,N004 N005 N009 N010 N013 N003,5,exit link
266,N013 N003,N004 N005 N009 N010 N013 N003,5,enter link
266,N010 N011,N004 N009 N010 N011 N002,36,exit link
266,N011 N002,N004 N009 N010 N011 N002,36,enter link
266,N010 N011,N001 N005 N006 N010 N011 N002,36,exit link
266,N011 N002,N001 N005 N006 N010 N011 N002,36,enter link
266,N010 N011,N004 N005 N006 N010 N011 N002,1,exit link
266,N011 N002,N004 N005 N006 N010 N011 N002,1,enter link
266,N010 N011,N001 N012 N006 N010 N011 N002,37,exit link
266,N011 N002,N001 N012 N006 N010 N011 N002,37,enter link
266,N010 N011,N001 N005 N009 N010 N011 N002,26,exit link
266,N011 N002,N001 N005 N009 N010 N011 N002,26,enter link
266,N010 N011,N004 N005 N009 N010 N011 N002,12,exit link
266,N011 N002,N004 N005 N009 N010 N011 N002,12,enter link
266,N013 N003,N004 N009 N010 N013 N003,67,exit link
266,N013 N003,N001 N005 N006 N010 N013 N003,54,exit link
266,N013 N003,N001 N012 N006 N010 N013 N003,18,exit link
266,N013 N003,N004 N005 N006 N010 N013 N003,8,exit link
266,N011 N002,N004 N009 N010 N011 N002,71,exit link
266,N011 N002,N001 N005 N006 N010 N011 N002,48,exit link
266,N011 N002,N001 N012 N006 N010 N011 N002,24,exit link
266,N011 N002,N004 N005 N006 N010 N011 N002,6,exit link
267,N009 N010,N004 N009 N010 N011 N002,2,exit link
267,N010 N011,N004 N009 N010 N011 N002,2,enter link
267,N009 N010,N001 N005 N009 N010 N011 N002,59,exit link
267,N010 N011,N001 N005 N009 N010 N011 N002,59,enter link
267,N009 N010,N004 N005 N009 N010 N011 N002,18,exit link
267,N010 N011,N004 N005 N009 N010 N011 N002,18,enter link
267,N009 N010,N004 N009 N010 N013 N003,2,exit link
267,N010 N013,N004 N009 N010 N013 N003,2,enter link
267,N009 N010,N001 N005 N009 N010 N013 N003,53,exit link
267,N010 N013,N001 N005 N009 N010 N013 N003,53,enter link
267,N009 N010,N004 N005 N009 N010 N013 N003,16,exit link
267,N010 N013,N004 N005 N009 N010 N013 N003,16,enter link
267,N010 N013,N004 N009 N010 N013 N003,45,exit link
267,N013 N003,N004 N009 N010 N013 N003,45,enter link
267,N010 N013,N001 N005 N006 N010 N013 N003,38,exit link
267,N013 N003,N001 N005 N006 N010 N013 N003,38,enter link
267,N010 N013,N004 N005 N006 N010 N013 N003,0,exit link
267,N013 N003,N004 N005 N006 N010 N013 N003,0,enter link
267,N010 N013,N001 N012 N006 N010 N013 N003,38,exit link
267,N013 N003,N001 N012 N006 N010 N013 N003,38,enter link
267,N010 N013,N001 N005 N009 N010 N013 N003,23,exit link
267,N013 N003,N001 N005 N009 N010 N013 N003,23,enter link
267,N010 N013,N004 N005 N009 N010 N013 N003,6,exit link
267,N013 N003,N004 N005 N009 N010 N013 N003,6,enter link
267,N010 N011,N004 N009 N010 N011 N002,36,exit link
267,N011 N002,N004 N009 N010 N011 N002,36,enter link
267,N010 N011,N001 N005 N006 N010 N011 N002,36,exit link
267,N011 N002,N001 N005 N006 N010 N011 N002,36,enter link
267,N010 N011,N004 N005 N006 N010 N011 N002,1,exit link
267,N011 N002,N004 N005 N006 N010 N011 N002,1,enter link
267,N010 N011,N001 N012 N006 N010 N011 N002,38,exit link
267,N011 N002,N001 N012 N006 N010 N011 N002,38,enter link
267,N010 N011,N001 N005 N009 N010 N011 N002,26,exit link
267,N011 N002,N001 N005 N009 N010 N011 N002,26,enter link
267,N010 N011,N004 N005 N009 N010 N011 N002,13,exit link
267,N011 N002,N004 N005 N009 N010 N011 N002,13,enter link
267,N013 N003,N004 N009 N010 N013 N003,65,exit link
267,N013 N003,N001 N005 N006 N010 N013 N003,52,exit link
267,N013 N003,N001 N012 N006 N010 N013 N003,19,exit link
267,N013 N003,N004 N005 N006 N010 N013 N003,7,exit link
267,N011 N002,N004 N009 N010 N011 N002,71,exit link
267,N011 N002,N001 N005 N006 N010 N011 N002,46,exit link
267,N011 N002,N001 N012 N006 N010 N011 N002,25,exit link
267,N011 N002,N004 N005 N006 N010 N011 N002,6,exit link
268,N009 N010,N004 N009 N010 N011 N002,1,exit link
268,N010 N011,N004 N009 N010 N011 N002,1,enter link
268,N009 N010,N001 N005 N009 N010 N011 N002,62,exit link
268,N010 N011,N001 N005 N009 N010 N011 N002,62,enter link
268,N009 N010,N004 N005 N009 N010 N011 N002,16,exit link
268,N010 N011,N004 N005 N009 N010 N011 N002,16,enter link
268,N009 N010,N004 N009 N010 N013 N003,1,exit link
268,N010 N013,N004 N009 N010 N013 N003,1,enter link
268,N009 N010,N001 N005 N009 N010 N013 N003,54,exit link
268,N010 N013,N001 N005 N009 N010 N013 N003,54,enter link
268,N009 N010,N004 N005 N009 N010 N013 N003,16,exit link
268,N010 N013,N004 N005 N009 N010 N013 N003,16,enter link
268,N010 N013,N004 N009 N010 N013 N003,44,exit link
268,N013 N003,N004 N009 N010 N013 N003,44,enter link
268,N010 N013,N001 N005 N006 N010 N013 N003,37,exit link
268,N013 N003,N001 N005 N006 N010 N013 N003,37,enter link
268,N010 N013,N004 N005 N006 N010 N013 N003,0,exit link
268,N013 N003,N004 N005 N006 N010 N013 N003,0,enter link
268,N010 N013,N001 N012 N006 N010 N013 N003,37,exit link
268,N013 N003,N001 N012 N006 N010 N013 N003,37,enter link
268,N010 N013,N001 N005 N009 N010 N013 N003,23,exit link
268,N013 N003,N001 N005 N009 N010 N013 N003,23,enter link
268,N010 N013,N004 N005 N009 N010 N013 N003,6,exit link
268,N013 N003,N004 N005 N009 N010 N013 N003,6,enter link
268,N010 N011,N004 N009 N010 N011 N002,36,exit link
268,N011 N002,N004 N009 N010 N011 N002,36,enter link
268,N010 N011,N001 N005 N006 N010 N011 N002,36,exit link
268,N011 N002,N001 N005 N006 N010 N011 N002,36,enter link
268,N010 N011,N004 N005 N006 N010 N011 N002,1,exit link
268,N011 N002,N004 N005 N006 N010 N011 N002,1,enter link
268,N010 N011,N001 N012 N006 N010 N011 N002,38,exit link
268,N011 N002,N001 N012 N006 N010 N011 N002,38,enter link
268,N010 N011,N001 N005 N009 N010 N011 N002,26,exit link
268,N011 N002,N001 N005 N009 N010 N011 N002,26,enter link
268,N010 N011,N004 N005 N009 N010 N011 N002,14,exit link
268,N011 N002,N004 N005 N009 N010 N011 N002,14,enter link
268,N013 N003,N004 N009 N010 N013 N003,69,exit link
268,N013 N003,N001 N005 N006 N010 N013 N003,53,exit link
268,N013 N003,N001 N012 N006 N010 N013 N003,21,exit link
268,N013 N003,N004 N005 N006 N010 N013 N003,8,exit link
268,N011 N002,N004 N009 N010 N011 N002,72,exit link
268,N011 N002,N001 N005 N006 N010 N011 N002,46,exit link
268,N011 N002,N001 N012 N006 N010 N011 N002,26,exit link
268,N011 N002,N004 N005 N006 N010 N011 N002,6,exit link
269,N009 N010,N004 N009 N010 N011 N002,1,exit link
269,N010 N011,N004 N009 N010 N011 N002,1,enter link
269,N009 N010,N001 N005 N009 N010 N011 N002,63,exit link
269,N010 N011,N001 N005 N009 N010 N011 N002,63,enter link
269,N009 N010,N004 N005 N009 N010 N011 N002,15,exit link
269,N010 N011,N004 N005 N009 N010 N011 N002,15,enter link
269,N009 N010,N004 N009 N010 N013 N003,1,exit link
269,N010 N013,N004 N009 N010 N013 N003,1,enter link
269,N009 N010,N001 N005 N009 N010 N013 N003,54,exit link
